type,latitude,longitude,streetName,streetNumber,slots,current_time,in_use
BIKE,41.4109,2.174,Sant Antoni Maria Claret,214,2,2026-03-12 20:30:54,0
BIKE,41.398,2.18,Gran Via Corts Catalanes,760,29,2026-03-12 20:30:59,6
BIKE,41.3955,2.1771,Roger de Flor/ Gran Vía,126,27,2026-03-12 20:30:59,4
BIKE,41.3941,2.1813,Nàpols,82,27,2026-03-12 20:30:59,4
BIKE,41.3935,2.1816,Ribes,13,20,2026-03-12 20:30:59,6
BIKE,41.3911,2.1802,Pg Lluís Companys,11,39,2026-03-12 20:30:59,34
BIKE,41.3913,2.1806,Pg Lluís Companys,18,39,2026-03-12 20:30:59,26
BIKE,41.3889,2.1833,Pg Lluís Companys,1,23,2026-03-12 20:30:59,17
BIKE,41.3891,2.1836,Pg Lluís Companys,2,26,2026-03-12 20:30:59,20
BIKE,41.3845,2.1849,Marquès de l'Argentera,13,26,2026-03-12 20:30:59,25
BIKE,41.3817,2.1939,Passeig Marítim,19,21,2026-03-12 20:30:59,5
BIKE,41.3845,2.1957,Pg Marítim Barceloneta,23,29,2026-03-12 20:30:59,16
BIKE,41.3869,2.1958,Avinguda Litoral,16,3,2026-03-12 20:30:59,0
BIKE,41.3847,2.185,Avinguda del Marques Argentera,15,26,2026-03-12 20:30:59,24
BIKE,41.3948,2.1712,Girona,68,18,2026-03-12 20:30:59,6
BIKE,41.3983,2.1867,Av. Meridiana,47,21,2026-03-12 20:30:59,0
BIKE,41.3982,2.1867,Av. Meridiana,47,21,2026-03-12 20:30:59,12
BIKE,41.4061,2.1742,Rosselló,453,26,2026-03-12 20:30:59,14
BIKE,41.4033,2.1707,Rosselló,354,28,2026-03-12 20:30:59,27
BIKE,41.4102,2.1758,Cartagena,308,20,2026-03-12 20:30:59,3
BIKE,41.4109,2.174,Sant Antoni Maria Claret,214,2,2026-03-12 20:30:59,0
